seed,dataset,model,approach,train_size,test_size,n_train,n_test,n_test_normal,n_test_anomaly,actual_anomaly_rate,fdr,power,severity,weight_mode,target_test_probability,propensity_mean,propensity_std,propensity_min_observed,propensity_max_observed,normal_test_assignment_rate,target_test_size,n_normal_rejection_pool,n_normal_accepted_pool,n_anomaly_accepted_pool,oracle_calib_weight_mean,oracle_calib_weight_std,oracle_calib_weight_min,oracle_calib_weight_max,oracle_calib_weight_ess,oracle_test_weight_mean,oracle_test_weight_std,oracle_test_weight_min,oracle_test_weight_max,oracle_test_weight_ess,used_calib_weight_mean,used_calib_weight_std,used_calib_weight_min,used_calib_weight_max,used_calib_weight_ess,used_test_weight_mean,used_test_weight_std,used_test_weight_min,used_test_weight_max,used_test_weight_ess
10,vowels,inne,empirical,691,372,691,372,353,19,0.051,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5085348506401138,372,691,715,29,1.0,0.0,1.0,1.0,691.0,1.0,0.0,1.0,1.0,372.0,,,,,0.0,,,,,0.0
10,vowels,inne,empirical_randomized,691,372,691,372,353,19,0.051,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5085348506401138,372,691,715,29,1.0,0.0,1.0,1.0,691.0,1.0,0.0,1.0,1.0,372.0,,,,,0.0,,,,,0.0
10,vowels,inne,empirical_randomized_weighted,691,372,691,372,353,19,0.051,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5085348506401138,372,691,715,29,1.0,0.0,1.0,1.0,691.0,1.0,0.0,1.0,1.0,372.0,0.9919650993846885,0.22008425477220844,0.6898161821416601,1.5482506694270264,658.5813738907972,1.050156911329319,0.25317569476511165,0.6898161821416601,1.5482506694270264,351.5664842450295
10,vowels,inne,empirical_weighted,691,372,691,372,353,19,0.051,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5085348506401138,372,691,715,29,1.0,0.0,1.0,1.0,691.0,1.0,0.0,1.0,1.0,372.0,0.9919650993846885,0.22008425477220844,0.6898161821416601,1.5482506694270264,658.5813738907972,1.050156911329319,0.25317569476511165,0.6898161821416601,1.5482506694270264,351.5664842450295
10,vowels,inne,probabilistic,691,372,691,372,353,19,0.051,0.0,0.053,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5085348506401138,372,691,715,29,1.0,0.0,1.0,1.0,691.0,1.0,0.0,1.0,1.0,372.0,,,,,0.0,,,,,0.0
10,vowels,inne,probabilistic_weighted,691,372,691,372,353,19,0.051,0.0,0.053,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.5085348506401138,372,691,715,29,1.0,0.0,1.0,1.0,691.0,1.0,0.0,1.0,1.0,372.0,0.9919650993846885,0.22008425477220844,0.6898161821416601,1.5482506694270264,658.5813738907972,1.050156911329319,0.25317569476511165,0.6898161821416601,1.5482506694270264,351.5664842450295
11,vowels,inne,empirical,676,376,676,376,357,19,0.051,0.0,0.316,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.519203413940256,376,676,730,21,1.0,0.0,1.0,1.0,676.0,1.0,0.0,1.0,1.0,376.0,,,,,0.0,,,,,0.0
11,vowels,inne,empirical_randomized,676,376,676,376,357,19,0.051,0.0,0.368,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.519203413940256,376,676,730,21,1.0,0.0,1.0,1.0,676.0,1.0,0.0,1.0,1.0,376.0,,,,,0.0,,,,,0.0
11,vowels,inne,empirical_randomized_weighted,676,376,676,376,357,19,0.051,0.333,0.211,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.519203413940256,376,676,730,21,1.0,0.0,1.0,1.0,676.0,1.0,0.0,1.0,1.0,376.0,0.9833061307219556,0.2584404643285607,0.592488435208336,1.631285763360998,632.3202050574512,1.0685742825985456,0.30381396685784817,0.592488435208336,1.631285763360998,347.8787910678025
11,vowels,inne,empirical_weighted,676,376,676,376,357,19,0.051,1.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.519203413940256,376,676,730,21,1.0,0.0,1.0,1.0,676.0,1.0,0.0,1.0,1.0,376.0,0.9833061307219556,0.2584404643285607,0.592488435208336,1.631285763360998,632.3202050574512,1.0685742825985456,0.30381396685784817,0.592488435208336,1.631285763360998,347.8787910678025
11,vowels,inne,probabilistic,676,376,676,376,357,19,0.051,0.0,0.316,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.519203413940256,376,676,730,21,1.0,0.0,1.0,1.0,676.0,1.0,0.0,1.0,1.0,376.0,,,,,0.0,,,,,0.0
11,vowels,inne,probabilistic_weighted,676,376,676,376,357,19,0.051,0.0,0.316,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.519203413940256,376,676,730,21,1.0,0.0,1.0,1.0,676.0,1.0,0.0,1.0,1.0,376.0,0.9833061307219556,0.2584404643285607,0.592488435208336,1.631285763360998,632.3202050574512,1.0685742825985456,0.30381396685784817,0.592488435208336,1.631285763360998,347.8787910678025
12,vowels,inne,empirical,707,362,707,362,344,18,0.05,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.4971550497866287,362,707,699,25,1.0,0.0,1.0,1.0,707.0,1.0,0.0,1.0,1.0,362.0,,,,,0.0,,,,,0.0
12,vowels,inne,empirical_randomized,707,362,707,362,344,18,0.05,0.0,0.0,0.0,estimated,0.5,0.5,0.0,0.5,0.5,0.4971550497866287,362,707,699,25,1.0,0.0,1.0,1.0,707.0,1.0,0.0,1.0,1.0,362.0,,,,,0.0,,,,,0.0
